candidate_approval_number,discipline_root,approval_year,project_type_contexts,discipline_scope_contexts,priority,existence_status,evidence_level,confirmed_sources,publication_evidence_count,project_title_candidate,lead_investigator_candidate,institution_candidate,exact_web_query,funding_web_query,institution_site_query,official_confirmation_status,next_action,warning
21675180,B,2016,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,11,,,,"""21675180""","""21675180"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21675180""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175106,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,11,,,,"""21175106""","""21175106"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175106""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21033008,B,2010,key,B02,P3,confirmed_bibliographic,C_bibliographic,crossref,11,,,,"""21033008""","""21033008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21033008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21332006,B,2013,key,B01,P3,confirmed_bibliographic,C_bibliographic,crossref,11,,,,"""21332006""","""21332006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21332006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21077107,B,2010,general,B06,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""21077107""","""21077107"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21077107""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20976002,B,2009,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""20976002""","""20976002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20976002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20875022,B,2008,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""20875022""","""20875022"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20875022""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21375007,B,2013,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""21375007""","""21375007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21375007""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175157,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""21175157""","""21175157"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175157""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21465016,B,2014,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""21465016""","""21465016"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21465016""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21871286,B,2018,general,B01,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""21871286""","""21871286"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21871286""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21876048,B,2018,general,B06,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""21876048""","""21876048"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21876048""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21505139,B,2015,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""21505139""","""21505139"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21505139""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21775060,B,2017,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""21775060""","""21775060"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21775060""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21275101,B,2012,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""21275101""","""21275101"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21275101""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21365008,B,2013,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""21365008""","""21365008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21365008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21076103,B,2010,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21076103""","""21076103"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21076103""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21405068,B,2014,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21405068""","""21405068"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21405068""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21206026,B,2012,youth_c,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21206026""","""21206026"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21206026""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21205118,B,2012,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21205118""","""21205118"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21205118""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21605067,B,2016,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21605067""","""21605067"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21605067""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21375011,B,2013,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21375011""","""21375011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21375011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20775025,B,2007,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""20775025""","""20775025"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20775025""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21275164,B,2012,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21275164""","""21275164"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21275164""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21675035,B,2016,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21675035""","""21675035"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21675035""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20975039,B,2009,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""20975039""","""20975039"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20975039""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21305061,B,2013,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21305061""","""21305061"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21305061""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175064,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21175064""","""21175064"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175064""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175130,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""21175130""","""21175130"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175130""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
22109033,B,2021,youth_c,B09,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""22109033""","""22109033"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""22109033""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21505085,B,2015,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""21505085""","""21505085"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21505085""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21705158,B,2017,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""21705158""","""21705158"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21705158""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21705162,B,2017,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""21705162""","""21705162"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21705162""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21775118,B,2017,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""21775118""","""21775118"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21775118""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21034004,B,2010,key,B05,P3,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""21034004""","""21034004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21034004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21376033,B,2013,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21376033""","""21376033"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21376033""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21376210,B,2013,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21376210""","""21376210"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21376210""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21005063,B,2010,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21005063""","""21005063"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21005063""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21505099,B,2015,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21505099""","""21505099"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21505099""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21466033,B,2014,regional,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21466033""","""21466033"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21466033""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21705112,B,2017,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21705112""","""21705112"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21705112""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21667003,B,2016,regional,B06,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21667003""","""21667003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21667003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21205055,B,2012,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21205055""","""21205055"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21205055""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21275061,B,2012,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21275061""","""21275061"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21275061""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21305108,B,2013,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21305108""","""21305108"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21305108""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175095,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21175095""","""21175095"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175095""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20662003,B,2006,regional,B07,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""20662003""","""20662003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20662003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21127011,B,2011,special,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21127011""","""21127011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21127011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21665017,B,2016,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21665017""","""21665017"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21665017""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20835002,B,2008,key,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""20835002""","""20835002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20835002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21837004,B,2018,key,B07,P3,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""21837004""","""21837004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21837004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21105035,B,2011,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""21105035""","""21105035"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21105035""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21605066,B,2016,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""21605066""","""21605066"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21605066""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20905015,B,2009,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""20905015""","""20905015"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20905015""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21275140,B,2012,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""21275140""","""21275140"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21275140""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21675169,B,2016,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""21675169""","""21675169"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21675169""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20975011,B,2009,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""20975011""","""20975011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20975011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20605010,B,2006,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""20605010""","""20605010"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20605010""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21176122,B,2011,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21176122""","""21176122"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21176122""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21807071,B,2018,youth_c,B07,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21807071""","""21807071"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21807071""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21575131,B,2015,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21575131""","""21575131"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21575131""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21475113,B,2014,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21475113""","""21475113"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21475113""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20575031,B,2005,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""20575031""","""20575031"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20575031""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21075138,B,2010,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21075138""","""21075138"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21075138""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21165011,B,2011,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21165011""","""21165011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21165011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21275094,B,2012,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21275094""","""21275094"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21275094""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21305096,B,2013,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21305096""","""21305096"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21305096""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21365003,B,2013,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""21365003""","""21365003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21365003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20832004,B,2008,key,B01,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""20832004""","""20832004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20832004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
29975007,B,1999,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""29975007""","""29975007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""29975007""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20543002,B,2005,special,B02,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""20543002""","""20543002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20543002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20732004,B,2007,key,B01,P3,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""20732004""","""20732004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20732004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20675057,B,2006,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""20675057""","""20675057"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20675057""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21205019,B,2012,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""21205019""","""21205019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21205019""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21265006,B,2012,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""21265006""","""21265006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21265006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20905033,B,2009,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""20905033""","""20905033"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20905033""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20775036,B,2007,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""20775036""","""20775036"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20775036""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20975040,B,2009,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""20975040""","""20975040"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20975040""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21305057,B,2013,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""21305057""","""21305057"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21305057""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20605003,B,2006,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""20605003""","""20605003"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20605003""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20475066,B,2004,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""20475066""","""20475066"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20475066""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21665019,B,2016,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""21665019""","""21665019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21665019""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20676049,B,2006,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20676049""","""20676049"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20676049""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21376092,B,2013,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21376092""","""21376092"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21376092""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20876002,B,2008,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20876002""","""20876002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20876002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21276164,B,2012,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21276164""","""21276164"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21276164""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21206005,B,2012,youth_c,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21206005""","""21206005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21206005""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21206071,B,2012,youth_c,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21206071""","""21206071"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21206071""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21105129,B,2011,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21105129""","""21105129"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21105129""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20606016,B,2006,youth_c,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20606016""","""20606016"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20606016""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21075034,B,2010,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21075034""","""21075034"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21075034""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
