segment_id,run_index,run_start_serial,run_end_serial,run_count,run_start_number,run_end_number
1994|key|E07|59437|3,1,100,100,1,59437100,59437100
1994|key|E07|59437|3,2,110,110,1,59437110,59437110
1994|regional|E01|59461|3,1,1,2,2,59461001,59461002
1994|regional|E02|59462|3,1,1,1,1,59462001,59462001
1994|regional|E03|59463|3,1,1,1,1,59463001,59463001
1994|regional|E05|59465|3,1,1,1,1,59465001,59465001
1994|regional|E06|59466|3,1,1,1,1,59466001,59466001
1994|regional|E08|59468|3,1,1,1,1,59468001,59468001
1994|regional|E09|59469|3,1,1,2,2,59469001,59469002
1994|special|E01|59441|3,1,1,1,1,59441001,59441001
1994|special|E01|59441|3,2,9,10,2,59441009,59441010
1994|special|E01|59441|3,3,14,14,1,59441014,59441014
1994|special|E01|59481|3,1,1,7,7,59481001,59481007
1994|special|E02|59442|3,1,6,6,1,59442006,59442006
1994|special|E02|59442|3,2,17,17,1,59442017,59442017
